SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NR_PARTIDO,NM_PARTIDO
210001902124,22202,ISAIAS SILVEIRA MEDEIROS,22,PARTIDO LIBERAL
210001906343,20123,RONALD EVALDO THIEL,20,PODEMOS
210002210665,11555,ACI DA SILVA CARDOSO,11,PROGRESSISTAS
210002211214,40321,DARCI DÉLCIO MUNDT,40,PARTIDO SOCIALISTA BRASILEIRO
210002213413,11117,DANIEL ADOLFO ROCKEMBACK,11,PROGRESSISTAS
210002216120,12128,KARLA ALESSANDRA VIEIRA IANKOSKI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002217857,22222,JOSE MOISES TRISCH,22,PARTIDO LIBERAL
210001894582,11234,ANTONINHO CAPELETTI,11,PROGRESSISTAS
210001897701,30003,ROSMARI DE SOUZA E SILVA,30,PARTIDO NOVO
210001907502,22777,MARLI SOARES VIEIRA,22,PARTIDO LIBERAL
210001902036,45777,DAIANA DA SILVA BARBOSA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001907401,20123,DENNER LEOPOLDO GELINGER DOS SANTOS,20,PODEMOS
210001957621,12555,ADEMAR DE ANDRADE,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002218475,45,NADER ALI UMAR,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002219974,55,NILDO HICKMANN,55,PARTIDO SOCIAL DEMOCRÁTICO
210002220392,45456,LUIZ NAZARÉ SILVA DE ASSIS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002275265,22888,ADIR JOSÉ PELLEGRINI,22,PARTIDO LIBERAL
210002280774,11,ITAMAR ANTÔNIO GIRARDI,11,PROGRESSISTAS
210001969651,22123,TIAGO CARVALHO MACHADO,22,PARTIDO LIBERAL
210001970130,35999,MARINA DE ABREU CARVALHO,35,PARTIDO DA MULHER BRASILEIRA
210002008177,15678,JOÃO PAULO BERKEMBROCK,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002009034,22111,JOEL CORADI PADILHA,22,PARTIDO LIBERAL
210002011708,44190,JACIR PAULO DE FRAGA BELLOLI,44,UNIÃO BRASIL
210002012117,44,JOAQUIM FIGUEREDO NUNES,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002021867,25795,GENECI MACHADO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002068295,45111,PEDRO NORBERTO DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002070271,13113,PAULA FERNANDA AQUINO,13,PARTIDO DOS TRABALHADORES
210002074297,20243,FRANCIELE WILSMANN,20,PODEMOS
210002162261,40222,REGINALDO COSTA DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210002162401,12267,FABIO JUNIOR DE CASTRO ORTIZ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002167751,10133,PATRICIA ADRIANE DE JESUS FISTER,10,REPUBLICANOS
210002167754,10100,ANDERSON BARRETO DE LEMOS,10,REPUBLICANOS
210002168617,40333,MARCIA ANDREA DA SILVA MOTTA,40,PARTIDO SOCIALISTA BRASILEIRO
210001970142,45678,PAULO GABRIEL AZEREDO DOARTE,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001970190,25181,JORGE DE FREITAS MOTA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210001885317,15800,CARMINHA ROXINÉIA SILVA DA SILVA NUNES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002020367,11011,CLEBERSON PEREIRA GARDIN,11,PROGRESSISTAS
210002021904,11000,RAQUEL CRISTINA TERRA FERREIRA,11,PROGRESSISTAS
210002065859,18777,GUILHERME CATARINA MUNCH,18,REDE SUSTENTABILIDADE
210002072416,22666,SELOI TEREZINHA SEGANFREDO,22,PARTIDO LIBERAL
210002074063,15666,ARLEI BERGOZZA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002075389,13123,JOAO GILBERTO DA SILVEIRA,13,PARTIDO DOS TRABALHADORES
210002087807,12123,DILSON DE MORAIS LEMOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001895089,15150,MAGDA ROCHELE PEREIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001897708,30,LEANDRO POLESE,30,PARTIDO NOVO
210001898426,45045,FABIANO FERREIRA VIEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002162953,23369,ROCSANA FERNANDES TRAUTMANN,23,CIDADANIA
210001895067,20555,MARCOS ANTONIO LEMOS TEIXEIRA,20,PODEMOS
210002167175,12345,JUNIOR NIENDICKER SOARES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002224600,15237,SERGIO AUGUSTO BILLIERI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001903925,45555,IVO SIDINEI LACERDA DA SILVA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001908356,12333,JOSIEL SILVA DOS SANTOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001964928,13444,ALEX DA CONCEIÇÃO,13,PARTIDO DOS TRABALHADORES
210001967378,10010,KARIN ELOISA BARKERT CAETANO,10,REPUBLICANOS
210001968103,11444,JADER PAULESKI,11,PROGRESSISTAS
210001970136,45123,ROBSON DA COSTA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001970193,25007,JOCIMAR RODRIGUES DA SILVA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002008181,15123,CLEBER NUNES DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002010785,22022,FILIPE ANTUNES GIL,22,PARTIDO LIBERAL
210002020140,13005,MARIA LUCIA MATTOS IZABEL,13,PARTIDO DOS TRABALHADORES
210002021255,40400,NEUZA MORO,40,PARTIDO SOCIALISTA BRASILEIRO
210002021870,25555,JOICE LOPES GARCIA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002021976,11000,ROBERTO BACK,11,PROGRESSISTAS
210002066071,23423,MÁRCIA JOSIANE OLIVEIRA DE LIMA,23,CIDADANIA
210002071922,13013,ROSEMAR FRANCESCATTO SCHIO,13,PARTIDO DOS TRABALHADORES
210002072274,45690,LEOZILDO RODRIGUES LIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002160789,15000,MARIVONE CASAGRANDA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002163957,15,JULIANO PASSINI,20,PODEMOS
210002164625,45440,ANTONIO CARLOS TRINDADE MACHADO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002166859,44777,TACIANA PAULA DOS SANTOS BELUCO,44,UNIÃO BRASIL
210001968798,15,SIDNEI ECKERT,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001970296,11708,MARIA ORACI SILVEIRA,11,PROGRESSISTAS
210002008114,12020,JOICE CRISTIANE DA SILVA DILLENBURG,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002008172,15115,MILTON ALCEU WUST,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002008222,22666,FERNANDO GOMES DE CARVALHO,22,PARTIDO LIBERAL
210002009030,22002,CLARA PANIZZON,22,PARTIDO LIBERAL
210002032418,22123,CLARICE DE FATIMA NESKE DOS SANTOS,22,PARTIDO LIBERAL
210002021969,11222,LEO ARNILDO WILLERS,11,PROGRESSISTAS
210002104620,45555,SELOMAR BEDE,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002071184,11500,CLODOMIRO JESUS DE ABREU,11,PROGRESSISTAS
210002075825,10010,RENAN SUMARIVA DA SILVA,10,REPUBLICANOS
210002077302,13321,JACKSON JUNIOR VIDAL,13,PARTIDO DOS TRABALHADORES
210002160315,13123,NELCIR JOSE BIRRER KIST,13,PARTIDO DOS TRABALHADORES
210002164621,45123,ONILTO LIMA DOS SANTOS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002182760,11,ARIOSTO DE OLIVEIRA,11,PROGRESSISTAS
210002185493,12999,MILTON GOMES LUCENA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002187160,45789,JOAO ROBERTO SCHROEDER STAHL,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002189267,40345,RUDIMAR DOS SANTOS,40,PARTIDO SOCIALISTA BRASILEIRO
210002234450,20123,CLAUDIO ANTONIO SCARTAZZINI,20,PODEMOS
210002235599,15641,IVAIR DOMINGOS PEREIRA SOUZA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002032420,22222,JACKSON HENRIQUE ROSSATO,22,PARTIDO LIBERAL
210002104019,40888,BRUNA CAROLINE MARQUES,40,PARTIDO SOCIALISTA BRASILEIRO
210002104530,15888,JAIR JOSÉ KLAGENBERG,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002107328,12612,NAILO TELCI LOPES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002107336,12812,BRUNO CESAR FALLER,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002108174,13456,ROSILENE INES ZANTEDESCHI,13,PARTIDO DOS TRABALHADORES
210002115388,11377,MARINEZ VICENTE DA ROSA,11,PROGRESSISTAS
210002117371,25888,CRISTIANO GUEDES DA SILVA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002118766,11313,VALDECIR JOSE KERBER,11,PROGRESSISTAS
210002171978,11,GILSON DE ALMEIDA,11,PROGRESSISTAS
210002173318,15,MARLICE ROSANI KAFFER,40,PARTIDO SOCIALISTA BRASILEIRO
210002183821,28899,MORONI JUNIOR RODRIGUES LIMA,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO
210002031917,22100,KAREM MOREIRA LOPES,22,PARTIDO LIBERAL
210002104698,12112,ITACIR FERRO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002234343,13864,DERMEVAL DIAS DE SOUZA,13,PARTIDO DOS TRABALHADORES
210002234447,20555,CAROLINE CREMA STUANI,20,PODEMOS
210002235379,15,FLAVIO AUGUSTO TIRELLO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002180670,12123,ANDREIA DEBALSKI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002181565,15333,ELOI PEDRO SALDANHA PINTO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002186766,11120,GELSON DAL CERO,11,PROGRESSISTAS
210002186959,12000,EDUARDO SILVEIRA DOS SANTOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002186962,12456,JOSMAR MACHADO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002193351,50200,LIA CASSANDRA TRINDADE,50,PARTIDO SOCIALISMO E LIBERDADE
210002233086,13000,ALINE COSTA TEIXEIRA,13,PARTIDO DOS TRABALHADORES
210001919575,44111,MARILENE CORREA DOS SANTOS,44,UNIÃO BRASIL
210001921041,44123,SIMÃO UBIRAJARA DOS SANTOS DE ALMEIDA,44,UNIÃO BRASIL
210001931417,11888,VALDIR GERVÁSIO DA SILVA,11,PROGRESSISTAS
210001931477,44444,GYULIA ROBERTA SOSSMEIER ALBRING PREDIGER,44,UNIÃO BRASIL
210002117362,20777,RENI SPILIER,20,PODEMOS
210002180559,55,CRISTIANE VALÉRIO,55,PARTIDO SOCIAL DEMOCRÁTICO
210002187287,11111,ALCINO RUI KOHLRAUSCH,11,PROGRESSISTAS
210002191602,20111,NICOLE GARSKE WEBER,20,PODEMOS
210001927169,11234,MAURO HEITOR DA SILVEIRA,11,PROGRESSISTAS
210001928040,22049,EDISON MOREIRA CRUZ,22,PARTIDO LIBERAL
210001937592,11,MARCOS SOARES REINALDO,11,PROGRESSISTAS
210001938306,22000,CLEONICE SILVEIRA BITENCOURT,22,PARTIDO LIBERAL
210002233228,22111,GILMAR LUIZ GALERA,22,PARTIDO LIBERAL
210002233821,15510,ROSANA DA SILVEIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001921475,22222,ELIANE DE CASTRO MENDA,22,PARTIDO LIBERAL
210001925320,77888,SANDRO MARCELO BESSON,77,SOLIDARIEDADE
210001983327,25222,IBARE FERREIRA PINTO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210001984163,44,MATHEUS JUNGES GOMES,44,UNIÃO BRASIL
210001933438,44100,CARLOS ALEXANDRE BUZIN DA SILVA,44,UNIÃO BRASIL
210002043691,15222,EMERSON ESTEVES PRESTES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002047260,11666,LAURA SILVIA KLIPEL VELHO,11,PROGRESSISTAS
210001982373,11011,CARLA FERNANDA BOFF,11,PROGRESSISTAS
210001984267,13777,SAMANTA SPARREMBERGER DESIDERIO,13,PARTIDO DOS TRABALHADORES
210002047934,45000,ELENILTON LOPES DE OLIVEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002049378,15,JOSÉ MÁRIO GRAZZIOTIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002126911,15193,SERGIO BOSQUETTI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002127492,45444,CLEUSONETE DE OLIVEIRA ROCHA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001985119,50125,RAFAELA SILVA CAMPOS,50,PARTIDO SOCIALISMO E LIBERDADE
210001991628,11000,PAULO ROBERTO TOLFO PAZINATO,11,PROGRESSISTAS
210001992079,13138,CLAUDIA JANET BERTOCHE GONZALEZ,13,PARTIDO DOS TRABALHADORES
210002306049,13600,MILTON JOÃO BALDISSERA,13,PARTIDO DOS TRABALHADORES
210002045829,13013,LEDOMAR ADILIO FERREIRA,13,PARTIDO DOS TRABALHADORES
210002045863,22222,VERALUCIA SOARES REINALDO,22,PARTIDO LIBERAL
210002306182,12116,LEANDRO SILVA DOS SANTOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002361049,11411,JOÃO CARLOS SOARES,11,PROGRESSISTAS
210001937787,55911,CRISTIANO DOS PASSOS CARDOSO,55,PARTIDO SOCIAL DEMOCRÁTICO
210001982393,20123,PABLO ROHDE CAMEJO,20,PODEMOS
210001985558,12621,DAITON DE FARIAS MARTINS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001988561,15505,TÂNIA REGINA SOARES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002128892,22222,DELVANDRO ZANARDI,22,PARTIDO LIBERAL
210002131642,45545,MANOEL ADILIO SERPA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002306611,45621,ALEXANDRE FALCK,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002038091,70035,EZEQUIEL GONÇALVES DA SILVA,70,AVANTE
210002038789,50180,GIOVANA DE OLIVEIRA COSTA MERCÊS,50,PARTIDO SOCIALISMO E LIBERDADE
210002039905,22000,TERESINHA DE CAMPOS,22,PARTIDO LIBERAL
210002044434,22123,LARISSA CRISTINE DE OLIVEIRA,22,PARTIDO LIBERAL
210002044445,22044,PAULO SERGIO VELASQUE SOARES,22,PARTIDO LIBERAL
210002048002,20020,LEONIR JOSÉ DE MATOS PIRES,20,PODEMOS
210002129914,22522,MILTON CESAR MARTINS,22,PARTIDO LIBERAL
210001983100,22123,ANA HELENA PEREIRA PAIVA,22,PARTIDO LIBERAL
210001985121,50050,RICARDO GERMANN VIEIRA,50,PARTIDO SOCIALISMO E LIBERDADE
210001992438,15300,ADRIEL CRISTIANO FERREIRA MARQUES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002034408,10100,ELIANE APARECIDA DOS SANTOS DIAS,10,REPUBLICANOS
210002037869,11,SIDINEI LOPES DE LIMA,11,PROGRESSISTAS
210002048059,11000,JUSSENEI BIANCHIN,11,PROGRESSISTAS
210002048934,11555,DENISE TEREZINHA GONZAGA DOS SANTOS,11,PROGRESSISTAS
210002129254,11644,ILIANE TEREZINHA FILIPIN VESSOZI,11,PROGRESSISTAS
210002130903,15123,IURY PACHECO DA COSTA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002361343,11234,JOAO ODILO NIDERAUER,11,PROGRESSISTAS
210002288162,12,MARINA SOMAVILLA SCHLEINTVEIN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002346911,13022,ELEMAR BARTZ AFFELDT,13,PARTIDO DOS TRABALHADORES
210002348995,15678,LORENI BERTOLDI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002349855,11000,RODRIGO MIRANDA DE ALBURQUERQUE,11,PROGRESSISTAS
210002350530,44555,JADER APPELT SILVA,44,UNIÃO BRASIL
210002353066,11601,FABIANO KONRAD,11,PROGRESSISTAS
210002284213,15025,EDUARDO BORBA PELLEGRINI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002285381,11111,ANDRE HENRIQUE KERBER,11,PROGRESSISTAS
210002346564,45023,CLAUDIA GONÇALVES DE OLIVEIRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002349499,12326,ELITA SANTOS ROSA RAMOS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002351127,15116,LAURA BEATRIS PASTORIO TIGGEMANN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002356912,10123,JOCELITO PASTORELLO,10,REPUBLICANOS
210002359062,44,LEO PAULO CENDRON,44,UNIÃO BRASIL
210002348026,45045,VALDEMIR DOMINGOS MARCA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002352521,13,ANA PAULA RODRIGUES,13,PARTIDO DOS TRABALHADORES
210002284354,10456,ROSANGELA RAMOS DOS SANTOS GRACIANO,10,REPUBLICANOS
210002346186,22500,MATHEUS JUNIOR GREFF,22,PARTIDO LIBERAL
210002358956,10010,EUGENIO TOLENTINO MAIRESSE,10,REPUBLICANOS
210002359732,15000,VIRGÍNIA ROSAS SOUZA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002360453,12007,CASSIANO PELLENZ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002230432,12678,ANTONIO CARLOS FERREIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002231028,22444,JARBAS EZEQUIEL GOETTEMS,22,PARTIDO LIBERAL
210002288692,11300,LUIZ CARLOS DA SILVA,11,PROGRESSISTAS
210002294806,10,CARLOS JOSÉ GÖRGEN,10,REPUBLICANOS
210002299624,55055,LUCIANE DOS SANTOS SANTOS,55,PARTIDO SOCIAL DEMOCRÁTICO
210002299904,11,FERNANDO DA ROSA MACHADO,11,PROGRESSISTAS
210002242543,13300,GLADILACI BEHM,13,PARTIDO DOS TRABALHADORES
210002246062,40193,IVALDO JORGE TRINDADE MARTINS,40,PARTIDO SOCIALISTA BRASILEIRO
210002247749,70333,JESSE BORBA CARDOSO,70,AVANTE
210002227200,15000,DAYANE ARRUDA RODRIGUES FLORES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002228394,22444,LUIZ FLAVIO PLAUTZ,22,PARTIDO LIBERAL
210002310528,40444,GLAUCIA WENDLAND,40,PARTIDO SOCIALISTA BRASILEIRO
210002310947,13333,CARLOS DE MATOS,13,PARTIDO DOS TRABALHADORES
210002293088,11555,MARCOS ROBERTO ZAMARCHI,11,PROGRESSISTAS
210002318467,15668,CARLA MARCELI CHAVES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002320171,11333,EDERSON JOSE FUCILINI,11,PROGRESSISTAS
210002316877,29,JOÃO ROBERTO BOURSCHEID,29,PARTIDO DA CAUSA OPERÁRIA
210002319613,13000,VAIRTON WENDLAND,13,PARTIDO DOS TRABALHADORES
210002225034,10234,NESTOR EUZEBIO KUSZ,10,REPUBLICANOS
210002226016,45555,VANDERLEI ARAUJO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002227436,44222,GIUSEPPE CHIAPPETTA,44,UNIÃO BRASIL
210002228654,12012,ODAIR JOSE WERNER,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002228862,15444,NARA BARROS BIANCHIN METZ,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002295784,11111,ROGERIO DA SILVA RAIMUNDO,11,PROGRESSISTAS
210002298043,40000,GILMAR FAGVEJA CLAUDINO,40,PARTIDO SOCIALISTA BRASILEIRO
210002243621,40852,IAD MAHOUD ABDER RAHIM CHOLI,40,PARTIDO SOCIALISTA BRASILEIRO
210002310349,12300,NATHAN CHAGAS ZOCCHE,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002320163,11555,MARCELO BOTH,11,PROGRESSISTAS
210002322735,13120,ISABEL SILVEIRA DOS SANTOS,13,PARTIDO DOS TRABALHADORES
210002323876,11,JOAO HENRIQUE BAZZOTTI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002230686,13300,GUARACI DE ALENCAR FERNANDES LEMOS,13,PARTIDO DOS TRABALHADORES
210002294166,10300,NEIVA OLIVEIRA MACIEL,10,REPUBLICANOS
210002295221,44222,ELSON BUENO DE SOUZA,44,UNIÃO BRASIL
210002301138,22,CLEISON PAULO UAVNICZAK,22,PARTIDO LIBERAL
210002301206,12123,CASSIANO GENTIL TOIGO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002310405,11211,ROMALDO NUNES,11,PROGRESSISTAS
210002312515,11888,LUCAS ANDRÉ GRAHL DA SILVA,11,PROGRESSISTAS
210002312572,15020,NERI FISCHER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002315887,10200,ANDRÉ LUIS PEREIRA LOPES,10,REPUBLICANOS
210002320098,11444,CLÁUDIA REGINA VICCARI PICCOLOTTO,11,PROGRESSISTAS
210002324884,22111,GELCIO LUIZ LUDKE,22,PARTIDO LIBERAL
210002134557,22038,MÁRIO MORENO FERREIRA DE BRUM,22,PARTIDO LIBERAL
210002136951,44123,VANDERLEI RISSON,44,UNIÃO BRASIL
210002138122,12789,CLAUDIOMIRO PAIM DOS REIS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002139762,15555,ANA PAULA SALLES CHEROBINI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002196419,25000,ADILSON DE OLIVEIRA CARVALHO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002201189,45045,JESSICA DAIANE VIVIAN MARION,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002135664,40540,GISELE VIEIRA DE ALMEIDA,40,PARTIDO SOCIALISTA BRASILEIRO
210002136449,11133,IRACI INÁCIO DAMKE LUFT,11,PROGRESSISTAS
210002145261,13040,ALEX SANDER ALVES BOSCAINI,13,PARTIDO DOS TRABALHADORES
210002198317,15123,LEOMAR DOS SANTOS CANTINI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002200107,11311,VALDOMIRO FRACCANABBIA,11,PROGRESSISTAS
210002200966,15999,LUIZ CARLOS HIDER DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002201844,10123,VANIOS LUBINI,10,REPUBLICANOS
210002203196,15615,MARCELO FOCHI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002205155,15,CARLOS EDUARDO RANZI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002254002,45005,JANETE TERESINHA BRANCHI GANDINI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002259447,22467,CELSO JOSÉ SANTOLIN,22,PARTIDO LIBERAL
210002260268,55555,MORGAN DARRIF,55,PARTIDO SOCIAL DEMOCRÁTICO
210002138337,65656,EMERSON DA COSTA SILVA,65,PARTIDO COMUNISTA DO BRASIL
210002194315,10965,MARIANGELA CARDOSO MACIEL,10,REPUBLICANOS
210002203228,11222,ELISANDRO ALEX DA SILVA PAZ,11,PROGRESSISTAS
210002206651,12333,HERMES LUIZ ARGENTA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002207071,15100,ANTÔNIO IRAPOAN VIEIRA DIAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002258627,11123,JULIANO FELINI,11,PROGRESSISTAS
210002259443,22555,DIOGO VINICIOS BEUTLER DALL  AGNOL,22,PARTIDO LIBERAL
210002265051,11444,EMILENE SOUZA VARGAS,11,PROGRESSISTAS
210001883780,45123,CRISTIANE DENISE BECKER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001943321,22111,LEONARDO PIANTA FELTRIN,22,PARTIDO LIBERAL
210001946682,12222,ELENICE RODRIGUES MOTTA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001940873,11333,CLÓVIS ANTÔNIO SIMIONI,11,PROGRESSISTAS
210001941023,22007,SERGIO LUIZ PORTIGLIOTTI,22,PARTIDO LIBERAL
210001942668,15666,DANIEL MORALES DE MOURA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001951748,20121,JULIANA POITEVIN ELIAS,20,PODEMOS
210001953088,55000,ANDRÉIA CARINA DE MENDONÇA,55,PARTIDO SOCIAL DEMOCRÁTICO
210001953939,55127,VIVIANE ROSA LA PORTA,55,PARTIDO SOCIAL DEMOCRÁTICO
210001995450,10,MOISES SADI MORAIS,10,REPUBLICANOS
210001997424,22221,NEUSA DA SILVA DUARTE,22,PARTIDO LIBERAL
210001999205,12222,PAULO GEDERSON DE LIMA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002001652,11999,LUTIANI RIBEIRO SOARES,11,PROGRESSISTAS
210002051317,20,NELSON ANTÔNIO VASCONCELOS SALVADOR,20,PODEMOS
210002053699,12123,VOLMAR BALK LAMPERT,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002056718,45666,MAURÍCIO KELLER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002147457,15123,VOLMIR CESAR MACHADO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002154895,11523,ISAU CRISTIANO DA SILVA AZEVEDO,11,PROGRESSISTAS
210002155986,15555,GREICY BOL DOS SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001994882,11015,MATHEUS WIEDERKEHR,11,PROGRESSISTAS
210001997408,15345,OSMAR DA SILVA MOTA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001997416,15678,NELCIO VIEIRA TAVARES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001997425,22222,PEDRO CASALI,22,PARTIDO LIBERAL
210001999464,11333,IVONE DE LIMA,11,PROGRESSISTAS
210002055811,13700,ADRIEL MENEZES VASCONCELLOS DOS SANTOS,13,PARTIDO DOS TRABALHADORES
210002058771,12222,ADELAR STUANI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002060101,77613,FABIANA NASCIMENTO DE MORAES,77,SOLIDARIEDADE
210002064005,11317,MARIA IZABEL RAUBUST,11,PROGRESSISTAS
210002146781,44232,CLAUDETE OLIVEIRA DE ANDRADE,44,UNIÃO BRASIL
210002147022,13123,SISINIO VIANA GUIMARAES,13,PARTIDO DOS TRABALHADORES
210002153790,12111,ALEXSANDRO RUTSATZ,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002155604,15620,ANTONIO MIGUEL NUNES DE MORAES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002157868,44444,EDERSON ROSSI KRUGER,44,UNIÃO BRASIL
210001938602,22007,GELSON DE MATOS COSTA,22,PARTIDO LIBERAL
210001939229,11011,CARLOS ALBERTO DA SILVA JACQUES,11,PROGRESSISTAS
210001939729,10010,FABIANO DA SILVA JORGE,10,REPUBLICANOS
210001943565,15,JOSE GENEROSO DOS AZEREDO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
